0.000000	0.000000	0.000000	0.000000
0.000063	-0.000000	0.000000	-0.147871
0.000126	-0.000001	0.000000	-0.147871
0.000188	-0.000001	0.000000	-0.147871
0.000251	-0.000002	0.000000	-0.147871
0.000314	-0.000003	0.000000	-0.147871
0.000377	-0.000005	0.000000	-0.147871
0.000440	-0.000007	0.000000	-0.147871
0.000503	-0.000009	0.000000	-0.147871
0.000565	-0.000011	0.000000	-0.147871
0.000628	-0.000014	0.000000	-0.147871
0.000691	-0.000017	0.000000	-0.147871
0.000754	-0.000020	0.000000	-0.147871
0.000817	-0.000024	0.000000	-0.147871
0.000880	-0.000027	0.000000	-0.147871
0.000942	-0.000031	0.000000	-0.147871
0.001005	-0.000036	0.000000	-0.147871
0.001068	-0.000040	0.000000	-0.147871
0.001131	-0.000045	0.000000	-0.147871
0.001194	-0.000050	0.000000	-0.147871
0.001257	-0.000056	0.000000	-0.147871
0.001319	-0.000062	0.000000	-0.147871
0.001382	-0.000068	0.000000	-0.147871
0.001445	-0.000074	0.000000	-0.147871
0.001508	-0.000081	0.000000	-0.147871
0.001571	-0.000087	0.000000	-0.147871
0.001634	-0.000095	0.000000	-0.147871
0.001696	-0.000102	0.000000	-0.147871
0.001759	-0.000110	0.000000	-0.147871
0.001822	-0.000118	0.000000	-0.147871
0.001885	-0.000126	0.000000	-0.147871
0.001948	-0.000134	0.000000	-0.147871
0.002011	-0.000143	0.000000	-0.147871
0.002073	-0.000152	0.000000	-0.147871
0.002136	-0.000162	0.000000	-0.147871
0.002199	-0.000171	0.000000	-0.147871
0.002262	-0.000181	0.000000	-0.147871
0.002325	-0.000192	0.000000	-0.147871
0.002388	-0.000202	0.000000	-0.147871
0.002450	-0.000213	0.000000	-0.147871
0.002513	-0.000224	0.000000	-0.147871
0.002576	-0.000235	0.000000	-0.147871
0.002639	-0.000247	0.000000	-0.147871
0.002702	-0.000259	0.000000	-0.147871
0.002765	-0.000271	0.000000	-0.147871
0.002827	-0.000283	0.000000	-0.147871
0.002890	-0.000296	0.000000	-0.147871
0.002953	-0.000309	0.000000	-0.147871
0.003016	-0.000323	0.000000	-0.147871
0.003079	-0.000336	0.000000	-0.147871
0.003142	-0.000350	0.000000	-0.147871
0.003204	-0.000364	0.000000	-0.147871
0.003267	-0.000379	0.000000	-0.147871
0.003330	-0.000393	0.000000	-0.147871
0.003393	-0.000408	0.000000	-0.147871
0.003456	-0.000424	0.000000	-0.147871
0.003519	-0.000439	0.000000	-0.147871
0.003581	-0.000455	0.000000	-0.147871
0.003644	-0.000471	0.000000	-0.147871
0.003707	-0.000488	0.000000	-0.147871
0.003770	-0.000504	0.000000	-0.147871
0.003833	-0.000521	0.000000	-0.147871
0.003896	-0.000539	0.000000	-0.147871
0.003958	-0.000556	0.000000	-0.147871
0.004021	-0.000574	0.000000	-0.147871
0.004084	-0.000592	0.000000	-0.147871
0.004147	-0.000611	0.000000	-0.147871
0.004210	-0.000629	0.000000	-0.147871
0.004273	-0.000648	0.000000	-0.147871
0.004335	-0.000667	0.000000	-0.147871
0.004398	-0.000687	0.000000	-0.147871
0.004461	-0.000707	0.000000	-0.147871
0.004524	-0.000727	0.000000	-0.147871
0.004587	-0.000747	0.000000	-0.147871
0.004650	-0.000768	0.000000	-0.147871
0.004712	-0.000789	0.000000	-0.147871
0.004775	-0.000810	0.000000	-0.147871
0.004838	-0.000832	0.000000	-0.147871
0.004901	-0.000853	0.000000	-0.147871
0.004964	-0.000875	0.000000	-0.147871
0.005027	-0.000898	0.000000	-0.147871
0.005089	-0.000920	0.000000	-0.147871
0.005152	-0.000943	0.000000	-0.147871
0.005215	-0.000967	0.000000	-0.147871
0.005278	-0.000990	0.000000	-0.147871
0.005341	-0.001014	0.000000	-0.147871
0.005404	-0.001038	0.000000	-0.147871
0.005466	-0.001062	0.000000	-0.147871
0.005529	-0.001087	0.000000	-0.147871
0.005592	-0.001112	0.000000	-0.147871
0.005655	-0.001137	0.000000	-0.147871
0.005718	-0.001162	0.000000	-0.147871
0.005781	-0.001188	0.000000	-0.147871
0.005843	-0.001214	0.000000	-0.147871
0.005906	-0.001241	0.000000	-0.147871
0.005969	-0.001267	0.000000	-0.147871
0.006032	-0.001294	0.000000	-0.147871
0.006095	-0.001321	0.000000	-0.147871
0.006158	-0.001349	0.000000	-0.147871
0.006220	-0.001376	0.000000	-0.147871
0.006283	-0.001404	-0.001404	-0.147871
0.006346	-0.001433	-0.001404	-0.147871
0.006409	-0.001461	-0.001404	-0.147871
0.006472	-0.001490	-0.001404	-0.147871
0.006535	-0.001519	-0.001404	-0.147871
0.006597	-0.001549	-0.001404	-0.147871
0.006660	-0.001579	-0.001404	-0.147871
0.006723	-0.001609	-0.001404	-0.147871
0.006786	-0.001639	-0.001404	-0.147871
0.006849	-0.001670	-0.001404	-0.147871
0.006912	-0.001700	-0.001404	-0.147871
0.006974	-0.001732	-0.001404	-0.147871
0.007037	-0.001763	-0.001404	-0.147871
0.007100	-0.001795	-0.001404	-0.147871
0.007163	-0.001827	-0.001404	-0.147871
0.007226	-0.001859	-0.001404	-0.147871
0.007288	-0.001892	-0.001404	-0.147871
0.007351	-0.001925	-0.001404	-0.147871
0.007414	-0.001958	-0.001404	-0.147871
0.007477	-0.001991	-0.001404	-0.147871
0.007540	-0.002025	-0.001404	-0.147871
0.007603	-0.002059	-0.001404	-0.147871
0.007665	-0.002093	-0.001404	-0.147871
0.007728	-0.002128	-0.001404	-0.147871
0.007791	-0.002163	-0.001404	-0.147871
0.007854	-0.002198	-0.001404	-0.147871
0.007917	-0.002233	-0.001404	-0.147871
0.007980	-0.002269	-0.001404	-0.147871
0.008042	-0.002305	-0.001404	-0.147871
0.008105	-0.002341	-0.001404	-0.147871
0.008168	-0.002378	-0.001404	-0.147871
0.008231	-0.002415	-0.001404	-0.147871
0.008294	-0.002452	-0.001404	-0.147871
0.008357	-0.002489	-0.001404	-0.147871
0.008419	-0.002527	-0.001404	-0.147871
0.008482	-0.002565	-0.001404	-0.147871
0.008545	-0.002604	-0.001404	-0.147871
0.008608	-0.002642	-0.001404	-0.147871
0.008671	-0.002681	-0.001404	-0.147871
0.008734	-0.002720	-0.001404	-0.147871
0.008796	-0.002760	-0.001404	-0.147871
0.008859	-0.002799	-0.001404	-0.147871
0.008922	-0.002839	-0.001404	-0.147871
0.008985	-0.002880	-0.001404	-0.147871
0.009048	-0.002920	-0.001404	-0.147871
0.009111	-0.002961	-0.001404	-0.147871
0.009173	-0.003002	-0.001404	-0.147871
0.009236	-0.003044	-0.001404	-0.147871
0.009299	-0.003086	-0.001404	-0.147871
0.009362	-0.003128	-0.001404	-0.147871
0.009425	-0.003170	-0.001404	-0.147871
0.009488	-0.003212	-0.001404	-0.147871
0.009550	-0.003255	-0.001404	-0.147871
0.009613	-0.003299	-0.001404	-0.147871
0.009676	-0.003342	-0.001404	-0.147871
0.009739	-0.003386	-0.001404	-0.147871
0.009802	-0.003430	-0.001404	-0.147871
0.009865	-0.003474	-0.001404	-0.147871
0.009927	-0.003519	-0.001404	-0.147871
